Year,LocationAbbr,LocationDesc,Class,Data_Value,Data_Value_Unit,Stratification1,Stratification2,Stratification3,LocationID
2008,TX,Angelina,Cardiovascular Diseases,225.9,"per 100,000",Ages 35-64 years,White,Overall,48005
2006,TX,Angelina,Cardiovascular Diseases,214.3,"per 100,000",Ages 35-64 years,White,Overall,48005
2009,TX,Angelina,Cardiovascular Diseases,234.7,"per 100,000",Ages 35-64 years,White,Overall,48005
2002,TX,Angelina,Cardiovascular Diseases,209.2,"per 100,000",Ages 35-64 years,White,Overall,48005
2012,TX,Angelina,Cardiovascular Diseases,234.5,"per 100,000",Ages 35-64 years,White,Overall,48005
2010,TX,Angelina,Cardiovascular Diseases,236.3,"per 100,000",Ages 35-64 years,White,Overall,48005
2003,TX,Angelina,Cardiovascular Diseases,216.5,"per 100,000",Ages 35-64 years,White,Overall,48005
1999,TX,Angelina,Cardiovascular Diseases,209.4,"per 100,000",Ages 35-64 years,White,Overall,48005
2011,TX,Angelina,Cardiovascular Diseases,241.5,"per 100,000",Ages 35-64 years,White,Overall,48005
2019,TX,Angelina,Cardiovascular Diseases,2226.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2017,TX,Angelina,Cardiovascular Diseases,2352.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2003,TX,Angelina,Cardiovascular Diseases,3121.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2004,TX,Angelina,Cardiovascular Diseases,2912.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2018,TX,Angelina,Cardiovascular Diseases,2392.8,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2000,TX,Angelina,Cardiovascular Diseases,3172.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2002,TX,Angelina,Cardiovascular Diseases,3243.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2011,TX,Angelina,Cardiovascular Diseases,2599.3,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2005,TX,Angelina,Cardiovascular Diseases,2748.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2014,TX,Angelina,Cardiovascular Diseases,2423.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2001,TX,Angelina,Cardiovascular Diseases,3221.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2010,TX,Angelina,Cardiovascular Diseases,2708,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2013,TX,Angelina,Cardiovascular Diseases,2421.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2007,TX,Angelina,Cardiovascular Diseases,2839.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
1999,TX,Angelina,Cardiovascular Diseases,3179,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2008,TX,Angelina,Cardiovascular Diseases,2848.7,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2012,TX,Angelina,Cardiovascular Diseases,2463.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2015,TX,Angelina,Cardiovascular Diseases,2410.8,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2016,TX,Angelina,Cardiovascular Diseases,2350.7,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2009,TX,Angelina,Cardiovascular Diseases,2757,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2006,TX,Angelina,Cardiovascular Diseases,2788,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48005
2008,TX,Angelina,Cardiovascular Diseases,1137.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2009,TX,Angelina,Cardiovascular Diseases,1096.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2006,TX,Angelina,Cardiovascular Diseases,1199.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2000,TX,Angelina,Cardiovascular Diseases,1697,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2019,TX,Angelina,Cardiovascular Diseases,870.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2018,TX,Angelina,Cardiovascular Diseases,879.5,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2007,TX,Angelina,Cardiovascular Diseases,1238.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2003,TX,Angelina,Cardiovascular Diseases,1484.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2017,TX,Angelina,Cardiovascular Diseases,875.1,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2016,TX,Angelina,Cardiovascular Diseases,875.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2013,TX,Angelina,Cardiovascular Diseases,910.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2011,TX,Angelina,Cardiovascular Diseases,943.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2014,TX,Angelina,Cardiovascular Diseases,893,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2002,TX,Angelina,Cardiovascular Diseases,1612.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2001,TX,Angelina,Cardiovascular Diseases,1636.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2010,TX,Angelina,Cardiovascular Diseases,1010.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2015,TX,Angelina,Cardiovascular Diseases,904.1,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
1999,TX,Angelina,Cardiovascular Diseases,1943.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2004,TX,Angelina,Cardiovascular Diseases,1340.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2005,TX,Angelina,Cardiovascular Diseases,1310.9,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2012,TX,Angelina,Cardiovascular Diseases,937.1,"per 100,000",Ages 65 years and older,Hispanic,Overall,48005
2015,TX,Angelina,Cardiovascular Diseases,1992.6,"per 100,000",Ages 65 years and older,White,Overall,48005
2010,TX,Angelina,Cardiovascular Diseases,2273.6,"per 100,000",Ages 65 years and older,White,Overall,48005
2002,TX,Angelina,Cardiovascular Diseases,2620.1,"per 100,000",Ages 65 years and older,White,Overall,48005
2012,TX,Angelina,Cardiovascular Diseases,2165.1,"per 100,000",Ages 65 years and older,White,Overall,48005
2017,TX,Angelina,Cardiovascular Diseases,1937.7,"per 100,000",Ages 65 years and older,White,Overall,48005
2019,TX,Angelina,Cardiovascular Diseases,1811.3,"per 100,000",Ages 65 years and older,White,Overall,48005
2005,TX,Angelina,Cardiovascular Diseases,2293.1,"per 100,000",Ages 65 years and older,White,Overall,48005
2001,TX,Angelina,Cardiovascular Diseases,2714.4,"per 100,000",Ages 65 years and older,White,Overall,48005
2014,TX,Angelina,Cardiovascular Diseases,2023.7,"per 100,000",Ages 65 years and older,White,Overall,48005
2011,TX,Angelina,Cardiovascular Diseases,2195.2,"per 100,000",Ages 65 years and older,White,Overall,48005
2009,TX,Angelina,Cardiovascular Diseases,2276.9,"per 100,000",Ages 65 years and older,White,Overall,48005
1999,TX,Angelina,Cardiovascular Diseases,2864.9,"per 100,000",Ages 65 years and older,White,Overall,48005
2006,TX,Angelina,Cardiovascular Diseases,2288.9,"per 100,000",Ages 65 years and older,White,Overall,48005
2018,TX,Angelina,Cardiovascular Diseases,1928.8,"per 100,000",Ages 65 years and older,White,Overall,48005
2004,TX,Angelina,Cardiovascular Diseases,2410.6,"per 100,000",Ages 65 years and older,White,Overall,48005
2013,TX,Angelina,Cardiovascular Diseases,2060.7,"per 100,000",Ages 65 years and older,White,Overall,48005
2016,TX,Angelina,Cardiovascular Diseases,1942,"per 100,000",Ages 65 years and older,White,Overall,48005
2000,TX,Angelina,Cardiovascular Diseases,2723,"per 100,000",Ages 65 years and older,White,Overall,48005
2007,TX,Angelina,Cardiovascular Diseases,2332.8,"per 100,000",Ages 65 years and older,White,Overall,48005
2008,TX,Angelina,Cardiovascular Diseases,2399.9,"per 100,000",Ages 65 years and older,White,Overall,48005
2003,TX,Angelina,Cardiovascular Diseases,2552.6,"per 100,000",Ages 65 years and older,White,Overall,48005
2011,TX,Aransas,Cardiovascular Diseases,127.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2006,TX,Aransas,Cardiovascular Diseases,125,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2008,TX,Aransas,Cardiovascular Diseases,131.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2018,TX,Aransas,Cardiovascular Diseases,141.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2007,TX,Aransas,Cardiovascular Diseases,133.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2009,TX,Aransas,Cardiovascular Diseases,134.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2012,TX,Aransas,Cardiovascular Diseases,133.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2010,TX,Aransas,Cardiovascular Diseases,125.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2019,TX,Aransas,Cardiovascular Diseases,140.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2005,TX,Aransas,Cardiovascular Diseases,128.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2000,TX,Aransas,Cardiovascular Diseases,150.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
1999,TX,Aransas,Cardiovascular Diseases,160.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2017,TX,Aransas,Cardiovascular Diseases,146.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2016,TX,Aransas,Cardiovascular Diseases,137,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2001,TX,Aransas,Cardiovascular Diseases,140.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2014,TX,Aransas,Cardiovascular Diseases,135.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2015,TX,Aransas,Cardiovascular Diseases,140.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2003,TX,Aransas,Cardiovascular Diseases,128.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2013,TX,Aransas,Cardiovascular Diseases,134.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2004,TX,Aransas,Cardiovascular Diseases,128.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2002,TX,Aransas,Cardiovascular Diseases,136.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48007
2014,TX,Aransas,Cardiovascular Diseases,202.8,"per 100,000",Ages 35-64 years,White,Overall,48007
2018,TX,Aransas,Cardiovascular Diseases,220.4,"per 100,000",Ages 35-64 years,White,Overall,48007
2013,TX,Aransas,Cardiovascular Diseases,199.4,"per 100,000",Ages 35-64 years,White,Overall,48007
2017,TX,Aransas,Cardiovascular Diseases,242,"per 100,000",Ages 35-64 years,White,Overall,48007
2004,TX,Aransas,Cardiovascular Diseases,179.1,"per 100,000",Ages 35-64 years,White,Overall,48007
2005,TX,Aransas,Cardiovascular Diseases,170,"per 100,000",Ages 35-64 years,White,Overall,48007
2015,TX,Aransas,Cardiovascular Diseases,217.4,"per 100,000",Ages 35-64 years,White,Overall,48007
2007,TX,Aransas,Cardiovascular Diseases,187.3,"per 100,000",Ages 35-64 years,White,Overall,48007
2019,TX,Aransas,Cardiovascular Diseases,231.6,"per 100,000",Ages 35-64 years,White,Overall,48007
2000,TX,Aransas,Cardiovascular Diseases,190.9,"per 100,000",Ages 35-64 years,White,Overall,48007
2001,TX,Aransas,Cardiovascular Diseases,188.7,"per 100,000",Ages 35-64 years,White,Overall,48007
2016,TX,Aransas,Cardiovascular Diseases,229.9,"per 100,000",Ages 35-64 years,White,Overall,48007
2008,TX,Aransas,Cardiovascular Diseases,191.8,"per 100,000",Ages 35-64 years,White,Overall,48007
2006,TX,Aransas,Cardiovascular Diseases,177.3,"per 100,000",Ages 35-64 years,White,Overall,48007
2009,TX,Aransas,Cardiovascular Diseases,195.4,"per 100,000",Ages 35-64 years,White,Overall,48007
2002,TX,Aransas,Cardiovascular Diseases,184.7,"per 100,000",Ages 35-64 years,White,Overall,48007
2012,TX,Aransas,Cardiovascular Diseases,202.3,"per 100,000",Ages 35-64 years,White,Overall,48007
2010,TX,Aransas,Cardiovascular Diseases,180.5,"per 100,000",Ages 35-64 years,White,Overall,48007
2003,TX,Aransas,Cardiovascular Diseases,184.8,"per 100,000",Ages 35-64 years,White,Overall,48007
1999,TX,Aransas,Cardiovascular Diseases,199.3,"per 100,000",Ages 35-64 years,White,Overall,48007
2011,TX,Aransas,Cardiovascular Diseases,191.8,"per 100,000",Ages 35-64 years,White,Overall,48007
2008,TX,Aransas,Cardiovascular Diseases,1455.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2009,TX,Aransas,Cardiovascular Diseases,1381.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2006,TX,Aransas,Cardiovascular Diseases,1587.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2000,TX,Aransas,Cardiovascular Diseases,2012.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2019,TX,Aransas,Cardiovascular Diseases,1154.5,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2018,TX,Aransas,Cardiovascular Diseases,1123.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2007,TX,Aransas,Cardiovascular Diseases,1576.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2003,TX,Aransas,Cardiovascular Diseases,1796.5,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2017,TX,Aransas,Cardiovascular Diseases,1175.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2016,TX,Aransas,Cardiovascular Diseases,1186.7,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2013,TX,Aransas,Cardiovascular Diseases,1319.3,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2011,TX,Aransas,Cardiovascular Diseases,1260.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2014,TX,Aransas,Cardiovascular Diseases,1268.5,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2002,TX,Aransas,Cardiovascular Diseases,1901,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2001,TX,Aransas,Cardiovascular Diseases,2062.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2010,TX,Aransas,Cardiovascular Diseases,1321.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2015,TX,Aransas,Cardiovascular Diseases,1251.1,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
1999,TX,Aransas,Cardiovascular Diseases,2123.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2004,TX,Aransas,Cardiovascular Diseases,1682.9,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2005,TX,Aransas,Cardiovascular Diseases,1792.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2012,TX,Aransas,Cardiovascular Diseases,1330.8,"per 100,000",Ages 65 years and older,Hispanic,Overall,48007
2015,TX,Aransas,Cardiovascular Diseases,1400.2,"per 100,000",Ages 65 years and older,White,Overall,48007
2010,TX,Aransas,Cardiovascular Diseases,1503.6,"per 100,000",Ages 65 years and older,White,Overall,48007
2002,TX,Aransas,Cardiovascular Diseases,2020.7,"per 100,000",Ages 65 years and older,White,Overall,48007
2012,TX,Aransas,Cardiovascular Diseases,1430.8,"per 100,000",Ages 65 years and older,White,Overall,48007
2017,TX,Aransas,Cardiovascular Diseases,1429.8,"per 100,000",Ages 65 years and older,White,Overall,48007
2019,TX,Aransas,Cardiovascular Diseases,1362,"per 100,000",Ages 65 years and older,White,Overall,48007
2005,TX,Aransas,Cardiovascular Diseases,1792.7,"per 100,000",Ages 65 years and older,White,Overall,48007
2001,TX,Aransas,Cardiovascular Diseases,2084.3,"per 100,000",Ages 65 years and older,White,Overall,48007
2014,TX,Aransas,Cardiovascular Diseases,1410,"per 100,000",Ages 65 years and older,White,Overall,48007
2011,TX,Aransas,Cardiovascular Diseases,1454.3,"per 100,000",Ages 65 years and older,White,Overall,48007
2009,TX,Aransas,Cardiovascular Diseases,1553,"per 100,000",Ages 65 years and older,White,Overall,48007
1999,TX,Aransas,Cardiovascular Diseases,2269.7,"per 100,000",Ages 65 years and older,White,Overall,48007
2006,TX,Aransas,Cardiovascular Diseases,1706,"per 100,000",Ages 65 years and older,White,Overall,48007
2018,TX,Aransas,Cardiovascular Diseases,1350.8,"per 100,000",Ages 65 years and older,White,Overall,48007
2004,TX,Aransas,Cardiovascular Diseases,1855.8,"per 100,000",Ages 65 years and older,White,Overall,48007
2013,TX,Aransas,Cardiovascular Diseases,1420.3,"per 100,000",Ages 65 years and older,White,Overall,48007
2016,TX,Aransas,Cardiovascular Diseases,1429.3,"per 100,000",Ages 65 years and older,White,Overall,48007
2000,TX,Aransas,Cardiovascular Diseases,2130.4,"per 100,000",Ages 65 years and older,White,Overall,48007
2007,TX,Aransas,Cardiovascular Diseases,1717.4,"per 100,000",Ages 65 years and older,White,Overall,48007
2008,TX,Aransas,Cardiovascular Diseases,1721.8,"per 100,000",Ages 65 years and older,White,Overall,48007
2003,TX,Aransas,Cardiovascular Diseases,1962,"per 100,000",Ages 65 years and older,White,Overall,48007
2014,TX,Archer,Cardiovascular Diseases,147.6,"per 100,000",Ages 35-64 years,White,Overall,48009
2018,TX,Archer,Cardiovascular Diseases,160.1,"per 100,000",Ages 35-64 years,White,Overall,48009
2013,TX,Archer,Cardiovascular Diseases,148.7,"per 100,000",Ages 35-64 years,White,Overall,48009
2017,TX,Archer,Cardiovascular Diseases,160.7,"per 100,000",Ages 35-64 years,White,Overall,48009
2004,TX,Archer,Cardiovascular Diseases,143.2,"per 100,000",Ages 35-64 years,White,Overall,48009
2005,TX,Archer,Cardiovascular Diseases,135.7,"per 100,000",Ages 35-64 years,White,Overall,48009
2015,TX,Archer,Cardiovascular Diseases,153,"per 100,000",Ages 35-64 years,White,Overall,48009
2007,TX,Archer,Cardiovascular Diseases,133.7,"per 100,000",Ages 35-64 years,White,Overall,48009
2019,TX,Archer,Cardiovascular Diseases,168.8,"per 100,000",Ages 35-64 years,White,Overall,48009
2000,TX,Archer,Cardiovascular Diseases,161.3,"per 100,000",Ages 35-64 years,White,Overall,48009
2001,TX,Archer,Cardiovascular Diseases,156.4,"per 100,000",Ages 35-64 years,White,Overall,48009
2016,TX,Archer,Cardiovascular Diseases,156.5,"per 100,000",Ages 35-64 years,White,Overall,48009
2008,TX,Archer,Cardiovascular Diseases,137.9,"per 100,000",Ages 35-64 years,White,Overall,48009
2006,TX,Archer,Cardiovascular Diseases,133.7,"per 100,000",Ages 35-64 years,White,Overall,48009
2009,TX,Archer,Cardiovascular Diseases,134.3,"per 100,000",Ages 35-64 years,White,Overall,48009
2002,TX,Archer,Cardiovascular Diseases,162.8,"per 100,000",Ages 35-64 years,White,Overall,48009
2012,TX,Archer,Cardiovascular Diseases,142.3,"per 100,000",Ages 35-64 years,White,Overall,48009
2010,TX,Archer,Cardiovascular Diseases,136.5,"per 100,000",Ages 35-64 years,White,Overall,48009
2003,TX,Archer,Cardiovascular Diseases,147.7,"per 100,000",Ages 35-64 years,White,Overall,48009
1999,TX,Archer,Cardiovascular Diseases,168.1,"per 100,000",Ages 35-64 years,White,Overall,48009
2011,TX,Archer,Cardiovascular Diseases,139.7,"per 100,000",Ages 35-64 years,White,Overall,48009
2015,TX,Archer,Cardiovascular Diseases,1501.1,"per 100,000",Ages 65 years and older,White,Overall,48009
2010,TX,Archer,Cardiovascular Diseases,1456.6,"per 100,000",Ages 65 years and older,White,Overall,48009
2002,TX,Archer,Cardiovascular Diseases,2097.3,"per 100,000",Ages 65 years and older,White,Overall,48009
2012,TX,Archer,Cardiovascular Diseases,1413.4,"per 100,000",Ages 65 years and older,White,Overall,48009
2017,TX,Archer,Cardiovascular Diseases,1521.8,"per 100,000",Ages 65 years and older,White,Overall,48009
2019,TX,Archer,Cardiovascular Diseases,1511.1,"per 100,000",Ages 65 years and older,White,Overall,48009
2005,TX,Archer,Cardiovascular Diseases,1813.8,"per 100,000",Ages 65 years and older,White,Overall,48009
2001,TX,Archer,Cardiovascular Diseases,2024.8,"per 100,000",Ages 65 years and older,White,Overall,48009
