"RowId","YearStart","LocationAbbr","LocationDesc","DataSource","PriorityArea1","PriorityArea2","PriorityArea3","PriorityArea4","Class","Topic","Question","Data_Value_Type","Data_Value_Unit","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Break_Out_Category","Break_Out","ClassId","TopicId","QuestionId","Data_Value_TypeID","BreakOutCategoryId","BreakOutId","LocationId","GeoLocation"
NA,2016,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2367.6,2367.6,NA,NA,2318.3,2417.9,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",59,NA
NA,2019,"GA","Georgia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5436.7,5436.7,NA,NA,5302.5,5574.3,"Race","Non-Hispanic Black","C1","T1","MD101","Crude","BOC04","RAC02",13,"POINT (-83.62758035 32.83968109)"
NA,2018,"WY","Wyoming","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5,5,NA,NA,4,6.2,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",56,"POINT (-108.1098304 43.23554134)"
NA,2021,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1615.3,1615.3,NA,NA,1148.3,2272.1,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",15,"POINT (-157.8577494 21.30485044)"
NA,2017,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.3,2.3,NA,NA,0.7,7,"Race","Hispanic","C1","T2","MD203","Crude","BOC04","RAC04",8,"POINT (-106.1336109 38.84384076)"
NA,2018,"AR","Arkansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.4,3.4,NA,NA,3.1,3.7,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",5,"POINT (-92.27449074 34.74865012)"
NA,2017,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3719.6,3719.6,NA,NA,3280.1,4217.9,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",41,"POINT (-120.1550313 44.56744942)"
NA,2019,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2423.5,2423.5,NA,NA,2082.4,2820.3,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",41,"POINT (-120.1550313 44.56744942)"
NA,2017,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.6,3.6,NA,NA,3.3,3.9,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",4,"POINT (-111.7638113 34.86597028)"
NA,2019,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.2,2.2,NA,NA,0.7,6.8,"Race","Unknown","C1","T1","MD103","Crude","BOC04","RAC08",41,"POINT (-120.1550313 44.56744942)"
NA,2020,"NH","New Hampshire","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3050,3050,NA,NA,2966.9,3135.5,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",33,"POINT (-71.50036092 43.65595011)"
NA,2019,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,4.3,4.8,"Race","Non-Hispanic White","C1","T1","MD103","Crude","BOC04","RAC01",29,"POINT (-92.56630005 38.63579078)"
NA,2018,"MN","Minnesota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.3,4.3,NA,NA,2.4,7.5,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",27,"POINT (-94.7942005 46.35564874)"
NA,2020,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4594.1,4594.1,NA,NA,4522,4667.3,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",1,"POINT (-86.63186076 32.84057112)"
NA,2021,"NH","New Hampshire","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.2,2.2,NA,NA,0.3,15.8,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",33,"POINT (-71.50036092 43.65595011)"
NA,2016,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",583.3,583.3,NA,NA,557.5,610.3,"Gender","Female","C1","T3","MD401","Crude","BOC02","GEN02",29,"POINT (-92.56630005 38.63579078)"
NA,2018,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3350.6,3350.6,NA,NA,3263.5,3439.9,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",49,"POINT (-111.5871306 39.36070017)"
NA,2020,"NC","North Carolina","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.4,4.4,NA,NA,4.1,4.7,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",37,"POINT (-79.15925046 35.46622098)"
NA,2019,"ND","North Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1282.1,1282.1,NA,NA,320.6,5126.2,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",38,"POINT (-100.118421 47.47531978)"
NA,2020,"MS","Mississippi","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5845.5,5845.5,NA,NA,5721.7,5971.9,"Age","75+","C1","T1","MD101","Crude","BOC03","AGE08",28,"POINT (-89.53803082 32.7455101)"
NA,2018,"NJ","New Jersey","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5502.5,5502.5,NA,NA,5432.1,5573.8,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",34,"POINT (-74.27369129 40.13057005)"
NA,2021,"ND","North Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",14.3,14.3,NA,NA,2,101.4,"Race","Hispanic","C1","T1","MD103","Crude","BOC04","RAC04",38,"POINT (-100.118421 47.47531978)"
NA,2017,"NC","North Carolina","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.1,4.1,NA,NA,3.9,4.4,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",37,"POINT (-79.15925046 35.46622098)"
NA,2018,"MA","Massachusetts","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,3.5,5.8,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",25,"POINT (-72.08269067 42.27687047)"
NA,2019,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",6119.8,6119.8,NA,NA,5918.2,6328.2,"Race","Non-Hispanic Black","C1","T1","MD101","Crude","BOC04","RAC02",1,"POINT (-86.63186076 32.84057112)"
NA,2019,"TX","Texas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2692.1,2692.1,NA,NA,2518.2,2877.9,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",48,"POINT (-99.42677021 31.82724041)"
NA,2020,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.9,3.9,NA,NA,1,15.7,"Race","Non-Hispanic Asian","C1","T2","MD203","Crude","BOC04","RAC03",41,"POINT (-120.1550313 44.56744942)"
NA,2021,"MN","Minnesota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.3,5.3,NA,NA,4.8,5.8,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",27,"POINT (-94.7942005 46.35564874)"
NA,2017,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3935.6,3935.6,NA,NA,3826.6,4047.7,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",36,"POINT (-75.54397043 42.82700103)"
NA,2017,"KY","Kentucky","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5135,5135,NA,NA,4208.4,6265.7,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",21,"POINT (-84.77497105 37.64597027)"
NA,2021,"MN","Minnesota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1982.2,1982.2,NA,NA,1692.6,2321.4,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",27,"POINT (-94.7942005 46.35564874)"
NA,2018,"IN","Indiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",1.3,1.3,NA,NA,0.2,9.5,"Race","Hispanic","C1","T1","MD103","Crude","BOC04","RAC04",18,"POINT (-86.14996019 39.76691045)"
NA,2020,"WA","Washington","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",8.5,8.5,NA,NA,6.3,11.5,"Race","Non-Hispanic Asian","C1","T1","MD103","Crude","BOC04","RAC03",53,"POINT (-120.4700108 47.52227863)"
NA,2020,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.3,6.3,NA,NA,4.7,8.5,"Gender","Female","C1","T2","MD203","Crude","BOC02","GEN02",15,"POINT (-157.8577494 21.30485044)"
NA,2017,"ND","North Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4347.8,4347.8,NA,NA,2174.3,8694,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",38,"POINT (-100.118421 47.47531978)"
NA,2018,"FL","Florida","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.8,3.8,NA,NA,3.7,4,"Age","75+","C1","T2","MD203","Crude","BOC03","AGE08",12,"POINT (-81.92896054 28.93204038)"
NA,2021,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.2,6.2,NA,NA,2.3,16.4,"Race","Unknown","C1","T1","MD103","Crude","BOC04","RAC08",49,"POINT (-111.5871306 39.36070017)"
NA,2018,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3205.9,3205.9,NA,NA,3156.2,3256.3,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",51,"POINT (-78.45789046 37.54268067)"
NA,2021,"NH","New Hampshire","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4838.8,4838.8,NA,NA,2917.2,8026.3,"Race","Hispanic","C1","T1","MD101","Crude","BOC04","RAC04",33,"POINT (-71.50036092 43.65595011)"
NA,2018,"PA","Pennsylvania","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.8,4.8,NA,NA,4.6,5,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",42,"POINT (-77.86070029 40.79373015)"
NA,2017,"DC","Washington, DC","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3110.8,3110.8,NA,NA,2867.8,3374.3,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",11,"POINT (-77.03196113 38.89037139)"
NA,2018,"FL","Florida","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3710.1,3710.1,NA,NA,3424.2,4020,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",12,"POINT (-81.92896054 28.93204038)"
NA,2016,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3785.8,3785.8,NA,NA,3680.1,3894.6,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",36,"POINT (-75.54397043 42.82700103)"
NA,2019,"CT","Connecticut","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2448.2,2448.2,NA,NA,2137.8,2803.6,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",9,"POINT (-72.64984095 41.56266102)"
NA,2019,"MT","Montana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2272.7,2272.7,NA,NA,1021,5058.8,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",30,"POINT (-109.4244206 47.06652897)"
NA,2021,"WA","Washington","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2779.9,2779.9,NA,NA,2480.6,3115.3,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",53,"POINT (-120.4700108 47.52227863)"
NA,2017,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",566.4,566.4,NA,NA,410.3,781.7,"Race","Other","C1","T3","MD401","Crude","BOC04","RAC07",41,"POINT (-120.1550313 44.56744942)"
NA,2016,"SC","South Carolina","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2803.7,2803.7,NA,NA,2162.7,3634.8,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",45,"POINT (-81.04537121 33.9988213)"
